Mouse,UniqueID,CellNum,Date,BoxSize,Tetrode,Cluster,SessionType,Session_s_,Avg_RateWholeSession,GridnessCentreRemoved,RadiusCentreField,SpatialInformationRate_bits_sec_,SpatialCoherenceUnsmooth,SpatialStability_HalfAndHalf_,MeanVectorLengthForHeadDirection,Coverage___,BorderScore,GridPeakDistance1,GridPeakDistance2,GridPeakDistance3,GridPeakDistance4,GridPeakDistance5,GridPeakDistance6
Barbara,Barbara133,133,06/11/2015,90,1,2,normal,Z:\Users\MCampbell\Analysis\Barbara\OF\databaseFiles\Barbara\OF\0611_4+_3+_2+_1,5.002,-0.359,16.113,0.529,0.427,0.525,0.008,95.48,0.559,51.34,51.34,66.67,66.67,69.51,69.51
Barbara,Barbara134,134,06/11/2015,90,1,3,normal,Z:\Users\MCampbell\Analysis\Barbara\OF\databaseFiles\Barbara\OF\0611_4+_3+_2+_1,1.375,-0.2901,20.378,0.363,0.387,0.571,0.276,95.48,0.621,57.74,57.74,68.05,68.05,76.79,76.79
Barbara,Barbara135,135,06/11/2015,90,2,4,normal,Z:\Users\MCampbell\Analysis\Barbara\OF\databaseFiles\Barbara\OF\0611_4+_3+_2+_1,1.082,-0.411,20.16,0.529,0.635,0.702,0.04,95.48,0.349,44.74,44.74,60.18,60.18,60.19,60.19
Barbara,Barbara137,137,06/16/2015,90,2,1,normal,Z:\Users\MCampbell\Analysis\Barbara\OF\databaseFiles\Barbara\OF\0616_2+_1,0.958,-0.121,12.121,0.123,0.015,0.012,0.03,76.75,0.26,45.19,45.19,48.52,48.52,53.9,53.9
Barbara,Barbara138,138,06/17/2015,90,1,1,normal,Z:\Users\MCampbell\Analysis\Barbara\OF\databaseFiles\Barbara\OF\0617_3+_2+_1,2.468,-0.2238,32.152,0.573,0.465,0.478,0.179,95.16,0.572,50.53,50.53,52.04,52.04,67.34,67.34
Barbara,Barbara139,139,06/18/2015,90,1,1,normal,Z:\Users\MCampbell\Analysis\Barbara\OF\databaseFiles\Barbara\OF\0618_7+_6+_5+_4,0.497,-0.6387,18.265,0.58,0.399,NaN,0.035,77.38,0.455,41.72,41.72,57.12,57.12,68.91,68.91
Barbara,Barbara140,140,06/19/2015,90,1,1,normal,Z:\Users\MCampbell\Analysis\Barbara\OF\databaseFiles\Barbara\OF\0619_4+_3+_2+_1,0.504,-0.3579,13.961,0.227,0.135,0.04,0.052,70.08,-0.044,31.72,31.72,41.08,41.08,44.74,44.74
Barbara,Barbara141,141,06/19/2015,90,1,2,normal,Z:\Users\MCampbell\Analysis\Barbara\OF\databaseFiles\Barbara\OF\0619_4+_3+_2+_1,0.915,-0.3831,22.807,0.495,0.349,0.446,0.281,70.08,0.344,43.89,43.89,50.91,50.91,52.71,52.71
Barbara,Barbara142,142,06/19/2015,90,1,3,normal,Z:\Users\MCampbell\Analysis\Barbara\OF\databaseFiles\Barbara\OF\0619_4+_3+_2+_1,1.699,-0.3514,19.827,0.901,0.247,0.194,0.038,70.08,-0.242,28.25,28.25,46.28,46.28,59.02,59.02
Barbara,Barbara143,143,06/19/2015,90,1,5,normal,Z:\Users\MCampbell\Analysis\Barbara\OF\databaseFiles\Barbara\OF\0619_4+_3+_2+_1,1.221,-0.2468,13.831,0.293,0.284,0.313,0.071,70.08,0.429,28.21,28.21,41.97,41.97,47.93,47.93
Barbara,Barbara144,144,06/22/2015,90,1,1,normal,Z:\Users\MCampbell\Analysis\Barbara\OF\databaseFiles\Barbara\OF\0622_4+_3+_2+_1,0.97,0.2895,21.979,0.306,0.434,0.15,0.262,94.29,0.416,48.92,48.92,55.32,55.32,55.83,55.83
Barbara,Barbara145,145,06/22/2015,90,1,2,normal,Z:\Users\MCampbell\Analysis\Barbara\OF\databaseFiles\Barbara\OF\0622_4+_3+_2+_1,0.76,-0.0289,18.374,0.178,0.409,0.18,0.465,94.29,0.656,52.7,52.7,52.77,52.77,61.13,61.13
Barbara,Barbara146,146,06/22/2015,90,1,3,normal,Z:\Users\MCampbell\Analysis\Barbara\OF\databaseFiles\Barbara\OF\0622_4+_3+_2+_1,0.372,-0.2274,12.949,0.095,0.083,0.126,0.155,94.29,0.325,39.73,39.73,57.11,57.11,60.82,60.82
Barbara,Barbara147,147,06/24/2015,90,1,1,normal,Z:\Users\MCampbell\Analysis\Barbara\OF\databaseFiles\Barbara\OF\0624_4+_3+_2+_1,2.197,0.1445,11.367,0.203,0.168,0.07,0.035,72.3,0.462,29.89,29.89,33.18,33.18,35.06,35.06
Barbara,Barbara148,148,06/24/2015,90,1,2,normal,Z:\Users\MCampbell\Analysis\Barbara\OF\databaseFiles\Barbara\OF\0624_4+_3+_2+_1,0.337,-0.2391,11.753,0.443,0.569,0.473,0.323,72.3,-1,23.19,23.19,29.9,29.9,49.58,49.58
Barbara,Barbara149,149,06/24/2015,90,1,3,normal,Z:\Users\MCampbell\Analysis\Barbara\OF\databaseFiles\Barbara\OF\0624_4+_3+_2+_1,14.515,-0.0116,19.075,0.383,0.17,0.389,0.016,72.3,0.497,49.68,49.68,50.19,50.19,53.83,53.83
Barbara,Barbara150,150,06/24/2015,90,1,4,normal,Z:\Users\MCampbell\Analysis\Barbara\OF\databaseFiles\Barbara\OF\0624_4+_3+_2+_1,6.601,-0.0854,11.753,0.345,0.056,0.038,0.04,72.3,0.492,25.33,25.33,26.86,26.86,43.3,43.3
Beyonce,Beyonce1,1,09/17/2015,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0917_4+_3+_2+_1,11.877,-0.1951,11.679,0.267,0.325,0.186,0.011,97.88,0.485,31.11,31.11,34.57,34.57,44.29,44.29
Beyonce,Beyonce2,2,09/17/2015,91.4,1,2,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0917_4+_3+_2+_1,2.79,-0.5274,26.984,0.26,0.366,0.31,0.363,97.88,0.467,50.06,50.06,57.14,57.14,62.34,62.34
Beyonce,Beyonce3,3,09/17/2015,91.4,1,3,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0917_4+_3+_2+_1,24.193,-0.1773,10.742,0.099,0.291,-0.026,0.007,97.88,0.49,23.84,23.84,26.33,26.33,28.33,28.33
Beyonce,Beyonce5,5,09/17/2015,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0917_4+_3+_2+_1,4.432,0.2935,14.916,0.093,0.235,0.226,0.095,97.88,0.486,42.89,42.89,44.86,44.86,45.31,45.31
Beyonce,Beyonce6,6,09/17/2015,91.4,2,2,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0917_4+_3+_2+_1,0.964,-0.2117,15.101,0.098,0.357,0.409,0.063,97.88,0.513,44.32,44.32,45.35,45.35,47.87,47.87
Beyonce,Beyonce7,7,09/17/2015,91.4,2,3,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0917_4+_3+_2+_1,1.105,-0.1044,10.742,0.038,0.058,-0.009,0.1,97.88,0.468,29.5,29.5,32.96,32.96,34.65,34.65
Beyonce,Beyonce13,13,09/21/2015,91.4,1,1,noobject1,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0921_4+_3+_2+_1,0.221,0.0296,9.675,0.039,0.18,0.078,0.055,95.03,-0.515,38.18,38.18,39.59,39.59,47.3,47.3
Beyonce,Beyonce14,14,09/21/2015,91.4,1,2,noobject1,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0921_4+_3+_2+_1,1.07,-0.002,9.987,0.155,0.35,0.202,0.112,95.03,-0.071,21.08,21.08,28.3,28.3,30.7,30.7
Beyonce,Beyonce15,15,09/21/2015,91.4,1,3,noobject1,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0921_4+_3+_2+_1,2.24,0.0325,12.838,0.29,0.396,0.098,0.259,95.03,-0.387,21.48,21.48,33.38,33.38,42.5,42.5
Beyonce,Beyonce21,21,09/21/2015,91.4,1,5,noobject1,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0921_4+_3+_2+_1,0.099,0.2706,9.233,0.025,0.063,-0.041,0.182,95.03,-0.128,22.26,22.26,28.2,28.2,40.06,40.06
Beyonce,Beyonce22,22,09/21/2015,91.4,1,6,noobject1,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0921_4+_3+_2+_1,1.668,-0.3625,15.468,0.09,0.139,0.07,0.021,95.03,0.462,51.28,51.28,54.37,54.37,62.01,62.01
Beyonce,Beyonce16,16,09/21/2015,91.4,2,1,noobject1,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0921_4+_3+_2+_1,5.312,-0.1911,12.066,0.18,0.167,0.102,0.128,95.03,0.504,33.94,33.94,38.28,38.28,62.04,62.04
Beyonce,Beyonce17,17,09/21/2015,91.4,2,2,noobject1,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0921_4+_3+_2+_1,0.105,-0.1732,11.311,0.023,0.101,-0.006,0.24,95.03,0.464,22.17,22.17,29.7,29.7,41.49,41.49
Beyonce,Beyonce18,18,09/21/2015,91.4,2,3,noobject1,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0921_4+_3+_2+_1,3.414,-0.2958,10.742,0.118,0.156,0.125,0.106,95.03,0.474,20.49,20.49,21.97,21.97,40.4,40.4
Beyonce,Beyonce19,19,09/21/2015,91.4,2,4,noobject1,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0921_4+_3+_2+_1,0.631,0.0314,13.206,0.087,0.113,0.172,0.11,95.03,0.526,46.87,46.87,52.13,52.13,54.38,54.38
Beyonce,Beyonce13,13,09/21/2015,91.4,1,1,object,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0921_object_5+_4+_3+_2+_1,0.217,-0.3659,11.367,0.086,0.075,0.13,0.229,69.83,0.152,27.06,27.06,47.25,47.25,48.19,48.19
Beyonce,Beyonce14,14,09/21/2015,91.4,1,2,object,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0921_object_5+_4+_3+_2+_1,0.795,-0.0396,11.054,0.157,0.091,0.182,0.064,69.83,0.065,36.58,36.58,42.34,42.34,45.17,45.17
Beyonce,Beyonce15,15,09/21/2015,91.4,1,3,object,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0921_object_5+_4+_3+_2+_1,0.943,-0.1983,12.195,0.298,0.32,0.175,0.146,69.83,-0.168,35.55,35.55,56.29,56.29,58.34,58.34
Beyonce,Beyonce21,21,09/21/2015,91.4,1,5,object,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0921_object_5+_4+_3+_2+_1,0.129,0.0264,9.545,0.022,-0.056,-0.044,0.458,69.83,0.551,22.81,22.81,27.51,27.51,31.83,31.83
Beyonce,Beyonce16,16,09/21/2015,91.4,2,1,object,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0921_object_5+_4+_3+_2+_1,4.457,0.0123,10.429,0.329,0.281,0.193,0.048,69.83,0.493,21.43,21.43,44.44,44.44,55.68,55.68
Beyonce,Beyonce17,17,09/21/2015,91.4,2,2,object,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0921_object_5+_4+_3+_2+_1,0.234,0.0502,11.679,0.036,0.087,0.234,0.389,69.83,0.584,22.95,22.95,39.33,39.33,49.03,49.03
Beyonce,Beyonce18,18,09/21/2015,91.4,2,3,object,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0921_object_5+_4+_3+_2+_1,2.719,-0.0002,10.429,0.155,0.133,-0.054,0.094,69.83,0.471,36.63,36.63,47.81,47.81,49.54,49.54
Beyonce,Beyonce19,19,09/21/2015,91.4,2,4,object,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0921_object_5+_4+_3+_2+_1,0.399,0.0071,10.742,0.149,0.157,-0.023,0.158,69.83,0.29,34.09,34.09,38.66,38.66,47.47,47.47
Beyonce,Beyonce23,23,09/23/2015,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0923_4+_3+_2+_1,2.128,-0.1326,10.429,0.087,0.121,0.04,0.107,94.52,0.5,34.77,34.77,48.74,48.74,57.42,57.42
Beyonce,Beyonce24,24,09/23/2015,91.4,1,2,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0923_4+_3+_2+_1,1.565,0.1317,10.429,0.071,0.061,0.105,0.035,94.52,0.455,22.82,22.82,30.38,30.38,34.93,34.93
Beyonce,Beyonce25,25,09/23/2015,91.4,1,3,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0923_4+_3+_2+_1,4.692,-0.214,11.367,0.279,0.289,0.203,0.159,94.52,0.5,34.59,34.59,36.38,36.38,42.29,42.29
Beyonce,Beyonce26,26,09/23/2015,91.4,1,4,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0923_4+_3+_2+_1,0.936,-0.3152,12.066,0.079,0.183,0.145,0.261,94.52,0.555,46.48,46.48,48.01,48.01,58.52,58.52
Beyonce,Beyonce27,27,09/23/2015,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0923_4+_3+_2+_1,19.206,-0.3292,13.648,0.303,0.25,0.096,0.072,94.52,0.499,41.65,41.65,50.87,50.87,62.96,62.96
Beyonce,Beyonce28,28,09/23/2015,91.4,2,2,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0923_4+_3+_2+_1,6.541,0.0965,10.742,0.092,0.098,0.23,0.062,94.52,0.485,28.94,28.94,46.35,46.35,49.59,49.59
Beyonce,Beyonce29,29,09/23/2015,91.4,2,3,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0923_4+_3+_2+_1,1.743,0.067,11.367,0.042,0.08,-0.055,0.028,94.52,0.49,23.91,23.91,26.02,26.02,48.82,48.82
Beyonce,Beyonce30,30,09/23/2015,91.4,2,4,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0923_4+_3+_2+_1,0.891,-0.0427,11.184,0.076,0.082,0.133,0.099,94.52,0.445,39.89,39.89,44.77,44.77,60.16,60.16
Beyonce,Beyonce31,31,09/23/2015,91.4,2,5,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0923_4+_3+_2+_1,7.395,-0.245,18.966,0.186,0.075,0.121,0.099,94.52,0.513,59.86,59.86,62.58,62.58,62.81,62.81
Beyonce,Beyonce39,39,09/28/2015,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0928_4+_3+_2+_1,4.857,-0.1239,11.054,0.163,0.087,0.127,0.189,92.77,0.479,27.35,27.35,30.56,30.56,40.07,40.07
Beyonce,Beyonce40,40,09/28/2015,91.4,1,2,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0928_4+_3+_2+_1,3.921,0.0426,10.3,0.297,0.259,0.078,0.02,92.77,0.502,17.36,17.36,33.09,33.09,35.21,35.21
Beyonce,Beyonce41,41,09/28/2015,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0928_4+_3+_2+_1,14.717,0.1435,17.253,0.235,0.252,0.119,0.08,92.77,0.501,34.2,34.2,39.47,39.47,40.54,40.54
Beyonce,Beyonce42,42,09/28/2015,91.4,2,2,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0928_4+_3+_2+_1,1.017,-0.2597,9.675,0.044,0.047,0.043,0.257,92.77,0.494,27.16,27.16,28.56,28.56,37.53,37.53
Beyonce,Beyonce43,43,09/28/2015,91.4,2,3,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0928_4+_3+_2+_1,2.085,-0.0846,10.3,0.096,0.191,0.037,0.261,92.77,0.476,26.24,26.24,29.52,29.52,35.57,35.57
Beyonce,Beyonce44,44,09/29/2015,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0929_4+_3+_2+_1,4.535,-0.1231,19.698,0.285,0.281,0.138,0.303,98.03,0.47,27.22,27.22,44.65,44.65,45.18,45.18
Beyonce,Beyonce47,47,09/29/2015,91.4,1,4,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0929_4+_3+_2+_1,3.298,-0.207,10.742,0.111,0.225,0.061,0.059,98.03,0.502,37.68,37.68,51.23,51.23,56.63,56.63
Beyonce,Beyonce52,52,09/29/2015,91.4,1,6,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0929_4+_3+_2+_1,2.885,-0.2705,13.648,0.173,0.292,-0.088,0.152,98.03,0.492,34.78,34.78,44.02,44.02,70.41,70.41
Beyonce,Beyonce53,53,09/29/2015,91.4,1,7,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0929_4+_3+_2+_1,8.54,-0.0962,9.675,0.106,0.253,-0.108,0.078,98.03,0.485,22.87,22.87,28.65,28.65,48.09,48.09
Beyonce,Beyonce54,54,09/29/2015,91.4,1,8,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0929_4+_3+_2+_1,2.03,-0.2752,11.054,0.16,0.134,0.155,0.115,98.03,0.441,18.96,18.96,32.12,32.12,38.52,38.52
Beyonce,Beyonce49,49,09/29/2015,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0929_4+_3+_2+_1,16.71,0.135,10.742,0.12,0.196,0.081,0.065,98.03,0.485,32.92,32.92,40.81,40.81,42.3,42.3
Beyonce,Beyonce51,51,09/29/2015,91.4,2,3,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0929_4+_3+_2+_1,3.601,-0.2771,12.508,0.077,0.154,0.118,0.057,98.03,0.494,28.72,28.72,44.99,44.99,53.89,53.89
Beyonce,Beyonce45,45,09/30/2015,91.4,1,2,object,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0930_object_5+_4+_3+_2+_1,0.627,-0.1801,16.37,0.098,0.344,-0.091,0.46,97.59,0.23,32.53,32.53,45.2,45.2,51.91,51.91
Beyonce,Beyonce47,47,09/30/2015,91.4,1,4,object,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0930_object_5+_4+_3+_2+_1,3.461,-0.1493,15.285,0.175,0.417,-0.025,0.13,97.59,0.504,62.41,62.41,65.56,65.56,67.59,67.59
Beyonce,Beyonce54,54,09/30/2015,91.4,1,8,object,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0930_object_5+_4+_3+_2+_1,0.616,-0.2328,15.285,0.151,0.425,-0.099,0.313,97.59,-0.051,39.49,39.49,46.59,46.59,47.91,47.91
Beyonce,Beyonce55,55,09/30/2015,91.4,1,9,object,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0930_object_5+_4+_3+_2+_1,5.71,-0.5024,15.983,0.24,0.266,0.047,0.064,97.59,0.512,55.09,55.09,58.94,58.94,70.27,70.27
Beyonce,Beyonce49,49,09/30/2015,91.4,2,1,object,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0930_object_5+_4+_3+_2+_1,6.753,0.1001,11.367,0.049,0.1,0.121,0.018,97.59,0.494,27,27,44.25,44.25,52.8,52.8
Beyonce,Beyonce51,51,09/30/2015,91.4,2,3,object,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0930_object_5+_4+_3+_2+_1,2.688,-0.4064,11.367,0.055,0.185,0.128,0.03,97.59,0.502,18.98,18.98,21.61,21.61,25.47,25.47
Beyonce,Beyonce73,73,10/12/2015,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1012_6+_5+_4+_3+_2+_1,2.4,-0.0362,20.452,1.177,0.552,0.415,0.106,83.86,0.065,41.73,41.73,52.57,52.57,58,58
Beyonce,Beyonce74,74,10/12/2015,91.4,1,2,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1012_6+_5+_4+_3+_2+_1,1.903,-0.3496,15.597,1.178,0.503,0.472,0.115,83.86,-0.259,31.74,31.74,51.81,51.81,53.33,53.33
Beyonce,Beyonce75,75,10/12/2015,91.4,1,3,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1012_6+_5+_4+_3+_2+_1,0.277,0.2992,11.054,0.115,0.067,0.265,0.205,83.86,0.448,31.47,31.47,36.32,36.32,46.27,46.27
Beyonce,Beyonce78,78,10/13/2015,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1013_5+_4+_3+_2+_1,1.971,-0.0871,16.738,1.658,0.749,0.397,0.172,91.89,-0.28,48.95,48.95,69.06,69.06,71.14,71.14
Beyonce,Beyonce79,79,10/13/2015,91.4,1,2,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1013_5+_4+_3+_2+_1,0.974,-0.0777,16.555,0.379,0.392,0.466,0.154,91.89,-0.01,36.58,36.58,38.85,38.85,48.64,48.64
Beyonce,Beyonce80,80,10/13/2015,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1013_5+_4+_3+_2+_1,1.768,-0.4873,20.968,0.81,0.428,0.339,0.059,91.89,0.118,43.7,43.7,68.66,68.66,72.83,72.83
Beyonce,Beyonce81,81,10/13/2015,91.4,2,2,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1013_5+_4+_3+_2+_1,8.645,-0.1798,9.858,0.201,0.288,0.212,0.049,91.89,0.482,17.08,17.08,18,18,24.16,24.16
Beyonce,Beyonce82,82,10/14/2015,91.4,1,1,noobject1,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1014_5,2.189,-0.4084,30.386,1.26,0.511,-0.063,0.201,97.52,0.264,61.86,61.86,74.11,74.11,81.17,81.17
Beyonce,Beyonce83,83,10/14/2015,91.4,1,2,noobject1,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1014_5,2.004,-0.1503,23.506,1.163,0.636,0.318,0.188,97.52,-0.287,61.37,61.37,61.58,61.58,70.35,70.35
Beyonce,Beyonce84,84,10/14/2015,91.4,1,3,noobject1,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1014_5,1.838,-0.4746,18.963,1.12,0.523,0.04,0.196,97.52,-0.551,44.71,44.71,67.14,67.14,72.61,72.61
Beyonce,Beyonce85,85,10/14/2015,91.4,1,4,noobject1,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1014_5,0.72,-0.2818,17.233,0.299,0.795,0.428,0.36,97.52,0.785,24.77,24.77,40.68,40.68,49.08,49.08
Beyonce,Beyonce86,86,10/14/2015,91.4,1,5,noobject1,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1014_5,4.467,-0.4068,15.671,1.834,0.763,0.517,0.041,97.52,-0.459,38.57,38.57,48.32,48.32,65.4,65.4
Beyonce,Beyonce87,87,10/14/2015,91.4,1,6,noobject1,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1014_5,1.255,0.0057,19.276,0.248,0.655,NaN,0.425,97.52,0.403,36.49,36.49,58.01,58.01,68.96,68.96
Beyonce,Beyonce88,88,10/14/2015,91.4,2,1,noobject1,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1014_5,1.514,-0.4817,31.286,1.288,0.922,0.608,0.298,97.52,0.791,74.9,74.9,80.1,80.1,80.96,80.96
Beyonce,Beyonce89,89,10/14/2015,91.4,2,2,noobject1,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1014_5,8.507,-0.4965,13.077,0.372,0.426,0.525,0.117,97.52,0.503,27.95,27.95,28.31,28.31,38.59,38.59
Beyonce,Beyonce82,82,10/14/2015,91.4,1,1,object,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1014_object_4+_3+_2+_1,6.486,-0.0893,17.437,0.449,0.413,0.293,0.022,88.68,0.56,42.63,42.63,45.52,45.52,62.11,62.11
Beyonce,Beyonce83,83,10/14/2015,91.4,1,2,object,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1014_object_4+_3+_2+_1,3.012,0.8437,15.8,1.958,0.718,0.665,0.248,88.68,-0.46,61.5,61.5,64.94,64.94,72.27,72.27
Beyonce,Beyonce84,84,10/14/2015,91.4,1,3,object,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1014_object_4+_3+_2+_1,1.578,0.1944,15.983,0.776,0.43,0.083,0.008,88.68,0.189,46.91,46.91,66.04,66.04,73.09,73.09
Beyonce,Beyonce85,85,10/14/2015,91.4,1,4,object,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1014_object_4+_3+_2+_1,1,-0.3826,17.233,0.675,0.478,0.421,0.128,88.68,0.381,57.7,57.7,65.79,65.79,69.13,69.13
Beyonce,Beyonce86,86,10/14/2015,91.4,1,5,object,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1014_object_4+_3+_2+_1,2.119,-0.1466,16.921,1.033,0.48,0.278,0.124,88.68,0.12,34.22,34.22,48.17,48.17,51.97,51.97
Beyonce,Beyonce90,90,10/14/2015,91.4,1,7,object,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1014_object_4+_3+_2+_1,3.262,-0.4181,17.695,1.26,0.612,0.599,0.145,88.68,-0.289,54.79,54.79,59.24,59.24,69.02,69.02
Beyonce,Beyonce93,93,10/14/2015,91.4,1,10,object,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1014_object_4+_3+_2+_1,3.149,0.1332,13.648,0.54,0.388,0.389,0.05,88.68,0.375,31.4,31.4,37.12,37.12,53.95,53.95
Beyonce,Beyonce88,88,10/14/2015,91.4,2,1,object,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1014_object_4+_3+_2+_1,0.478,-0.1575,20.912,0.559,0.495,0.547,0.115,88.68,0.727,50.14,50.14,51.09,51.09,56.3,56.3
Beyonce,Beyonce94,94,10/15/2015,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1015_4+_3+_2+_1,4.911,-0.2116,16.608,1.495,0.63,0.095,0.027,95.54,-0.171,62.16,62.16,71.54,71.54,80.62,80.62
